"0.0","-69.67900000000009","0.0","-112.31168726714"
"0.0","-101.97480528617166","-101.2424224928598","-97.48421312792914"
"0.0","-118.04898043390573","-85.2176993875636","-88.66071372984263"
"0.0","-79.9869573923087","-84.44021507393828","-71.5450495413449"
"0.0","-70.60217746043587","-54.111248764848035","-50.590924590384546"
"0.0","-45.99658010423833","-46.19108951607276","0.0"
"-62.820000000000064","-102.51578278341572","0.0","-114.77532664559882"
"-80.8812251204846","-84.94334438852533","-85.15383729407172","-92.66210351872486"
"-72.94070228436054","-84.17626543393014","-71.13216671861491","-80.09533127259756"
"-54.19705493170545","-62.61937381531733","-53.27178592073825","-58.7193644892309"
"-36.13758000813134","-43.144596928847456","-24.82108888558109","-36.036714054186625"
"-28.286793804869387","-31.597276071229473","-31.7783930310578","0.0"
"-55.60000000000004","-99.46319205842791","0.0","-83.727552448291"
"-68.59840965286966","-74.44530863123","-76.9383522370122","-75.68232100463109"
"-57.733429474261975","-63.4294415047526","-62.21555225654521","-59.200091450824615"
"-34.697853256438","-50.90606247822554","-36.78825326594534","-56.53999315186098"
"-10.821808464184137","-29.148209640480673","-8.806332335134762","-42.834191932842735"
"-9.985397922967305","-8.580153024100547","-4.913638749747749","0.0"
"-48.00000000000003","-85.90672919729496","0.0","-69.9308063418909"
"-62.67459733765164","-60.29496595229594","-57.48106531425309","-63.49641813035805"
"-55.94671508710798","-57.8784110738883","-54.90675866610544","-45.48288209121814"
"-43.399167731545276","-34.157692191374444","-28.54893561113698","-26.148167896947207"
"1.8630389667775478","-3.1232017961572414","2.2858005020197716","-15.56463138879987"
"-11.352017540368184","0.0","-7.06218929660573","0.0"
"-40.000000000000014","0.0","0.0","-52.53353186932637"
"-49.93161098948619","0.0","-51.12972194209755","-58.843817277446334"
"-49.92064833655858","0.0","-54.01475487597712","-44.18224940841019"
"-15.890733576149941","0.0","-39.43357842789361","1.1799017840422588"
"59.930330853614215","0.0","39.239943886835434","0.0"
"0.0","0.0","0.0","0.0"
